customer_id,name,age,city,city_tier,occupation,true_monthly_income,declared_monthly_income,tenure_months,existing_products,digital_engagement_score,loan_product_interest,conversion_probability,loan_converted,cashflow_cv,existing_emi_ratio
IDBI100074,Nitesh Raghavan,32,Kolkata,Tier 1,self_employed,153802.47,113821.54,3,4,0.6812,Auto Loan,0.018,0,0.424,0.1809
IDBI100075,Madhavi Lanka,30,Kanpur,Tier 2,self_employed,145958.35,121442.38,3,2,0.4211,Personal Loan,0.0148,0,0.2141,0.1823
IDBI100076,Bhavika Sampath,21,Kolkata,Tier 1,self_employed,110659.86,88345.33,3,0,0.3169,Mortgage Loan,0.0392,0,0.2343,0.0
IDBI100077,Mohammed Gupta,50,Kolkata,Tier 1,self_employed,246336.59,203546.15,11,4,0.4296,Home Loan,0.0266,0,0.2231,0.1939
IDBI100078,Teerth Bhardwaj,34,Nagpur,Tier 2,salaried,90635.36,93517.27,64,1,0.8812,Home Loan,0.2689,0,0.3487,0.0881
IDBI100079,Dipta Bhandari,44,Bareilly,Tier 3,salaried,250000.0,256525.7,28,2,0.5986,Mortgage Loan,0.063,0,0.2795,0.1657
IDBI100080,Vansha Thakkar,39,Chennai,Tier 1,self_employed,146213.95,90403.62,73,3,0.6337,Home Loan,0.0759,0,0.3253,0.2163
IDBI100081,Dakshesh Trivedi,25,Moradabad,Tier 3,self_employed,189855.11,130678.76,3,2,0.5269,Home Loan,0.0293,0,0.238,0.1807
IDBI100082,Quincy Biswas,46,Delhi,Tier 1,salaried,124007.29,118193.01,37,2,0.6099,Mortgage Loan,0.0832,0,0.3462,0.1732
IDBI100083,Wahab Raval,28,Bengaluru,Tier 1,gig_worker,51718.34,44994.45,57,1,0.8839,Home Loan,0.2142,0,0.1744,0.0931
IDBI100084,Yatin Baral,39,Hyderabad,Tier 1,self_employed,147614.7,106894.42,21,0,0.4891,Home Loan,0.0356,0,0.4427,0.0
IDBI100085,Oni Virk,45,Udaipur,Tier 3,salaried,170094.25,169762.68,3,2,0.8204,Personal Loan,0.0573,0,0.3516,0.1785
IDBI100086,Advika Jayaraman,40,Ahmedabad,Tier 1,salaried,49538.81,47226.36,3,1,0.7161,Personal Loan,0.0759,0,0.3449,0.0871
IDBI100087,William Lanka,40,Visakhapatnam,Tier 2,salaried,92236.07,96259.52,3,4,0.7953,Home Loan,0.1192,1,0.2827,0.1973
IDBI100088,Karan Mital,36,Indore,Tier 2,salaried,250000.0,255789.74,3,0,0.635,Auto Loan,0.1419,0,0.3446,0.0
IDBI100089,Diya Bora,27,Salem,Tier 3,self_employed,159251.1,127285.95,29,1,0.2003,Personal Loan,0.018,0,0.2854,0.108
IDBI100090,Tara Chaudhry,35,Bareilly,Tier 3,self_employed,90092.71,80820.61,19,1,0.3348,Home Loan,0.0134,0,0.392,0.0844
IDBI100091,Tanay Toor,21,Chandigarh,Tier 2,gig_worker,33042.86,20697.96,35,2,0.7736,Auto Loan,0.0911,0,0.1947,0.1702
IDBI100092,Kevin Palla,41,Vadodara,Tier 2,salaried,118851.99,123258.43,21,1,0.4455,Home Loan,0.0198,0,0.3756,0.0929
IDBI100093,Yash Pingle,25,Jodhpur,Tier 3,salaried,245681.83,257224.48,21,1,0.8185,Home Loan,0.2891,0,0.349,0.0955
IDBI100094,Nakul Sarma,44,Kochi,Tier 2,salaried,68554.27,66275.66,3,3,0.5044,Personal Loan,0.0134,0,0.3508,0.1824
IDBI100095,Abhiram Mistry,37,Bhopal,Tier 2,gig_worker,43188.68,22613.86,4,2,0.7228,Auto Loan,0.0241,0,0.1814,0.1519
IDBI100096,Krish Lalla,47,Ranchi,Tier 2,salaried,163509.02,163326.65,39,0,0.4304,Home Loan,0.0323,0,0.3535,0.0
IDBI100097,Hredhaan Dugal,31,Aligarh,Tier 3,salaried,250000.0,254815.65,65,3,0.5171,Mortgage Loan,0.0392,0,0.3504,0.1725
IDBI100098,Baghyawati Kade,27,Guwahati,Tier 2,salaried,192063.86,194968.49,4,2,0.583,Mortgage Loan,0.0431,0,0.2851,0.1691
IDBI100099,Samar Lalla,43,Jaipur,Tier 2,salaried,164251.57,167004.32,59,3,0.7895,Home Loan,0.0832,0,0.3556,0.214
IDBI100100,Zayan Behl,53,Hyderabad,Tier 1,salaried,90030.03,87667.14,16,1,0.6626,Personal Loan,0.0522,0,0.3548,0.0972
IDBI100101,Pallavi Malhotra,38,Ranchi,Tier 2,salaried,241454.83,237621.69,17,2,0.6929,Auto Loan,0.0474,0,0.3539,0.1528
IDBI100102,Aarush Nath,35,Mathura,Tier 3,salaried,167279.52,174546.74,15,0,0.4285,Auto Loan,0.0691,0,0.3492,0.0
IDBI100103,Adweta Edwin,21,Guwahati,Tier 2,self_employed,253040.78,179418.47,19,0,0.6352,Mortgage Loan,0.0691,1,0.3504,0.0
IDBI100104,Prisha Andra,39,Kolkata,Tier 1,gig_worker,27538.24,21758.72,59,1,0.7875,Mortgage Loan,0.2142,0,0.1403,0.0924
IDBI100105,Faqid Dixit,30,Visakhapatnam,Tier 2,salaried,98708.74,102063.46,82,1,0.4265,Mortgage Loan,0.0266,0,0.3608,0.1044
IDBI100106,Kala Divan,40,Indore,Tier 2,self_employed,140347.64,93640.75,48,1,0.4023,Home Loan,0.0293,0,0.3418,0.1119
IDBI100107,Joshua Barman,37,Shimla,Tier 3,salaried,250000.0,254878.61,18,2,0.7394,Personal Loan,0.0998,0,0.3482,0.1609
IDBI100108,Janya Baral,32,Hyderabad,Tier 1,salaried,82784.89,79220.37,26,0,0.464,Mortgage Loan,0.0522,0,0.3725,0.0
IDBI100109,Shivansh Krish,21,Kolkata,Tier 1,self_employed,250174.74,249588.26,39,2,0.5296,Mortgage Loan,0.0241,0,0.3596,0.1719
IDBI100110,Irya Ray,39,Hyderabad,Tier 1,salaried,67813.86,69551.01,15,3,0.5514,Home Loan,0.0241,0,0.3521,0.2252
IDBI100111,Warjas Gaba,38,Kochi,Tier 2,salaried,250000.0,256381.76,4,3,0.65,Auto Loan,0.0323,0,0.3807,0.1806
IDBI100112,Nitara Bakshi,21,Ahmedabad,Tier 1,salaried,177260.35,179043.49,26,4,0.4277,Auto Loan,0.0392,0,0.3474,0.185
IDBI100113,Gaurangi Sabharwal,31,Pune,Tier 1,salaried,225798.97,218427.19,42,2,0.583,Home Loan,0.0998,0,0.2721,0.1202
IDBI100114,Amara Dutta,51,Ahmedabad,Tier 1,salaried,181731.27,179889.66,5,1,0.569,Home Loan,0.0691,0,0.2721,0.1056
IDBI100115,Lavanya Barad,21,Bengaluru,Tier 1,self_employed,240270.65,164925.44,34,1,0.323,Mortgage Loan,0.0522,0,0.2047,0.101
IDBI100116,Tristan Iyengar,31,Indore,Tier 2,salaried,118201.3,118312.67,180,2,0.4091,Auto Loan,0.0431,0,0.2894,0.1873
IDBI100117,Inaya Mody,24,Bengaluru,Tier 1,salaried,122884.05,126908.97,47,1,0.9268,Auto Loan,0.1301,1,0.3832,0.1145
IDBI100118,Udant Bajwa,39,Hyderabad,Tier 1,salaried,78595.01,76560.98,134,3,0.1716,Home Loan,0.0323,0,0.2835,0.197
IDBI100119,Mohini Narasimhan,33,Chandigarh,Tier 2,salaried,88342.61,87246.18,18,4,0.3351,Personal Loan,0.0323,0,0.35,0.2365
IDBI100120,Ekaraj Mallick,37,Vadodara,Tier 2,self_employed,328917.23,315118.2,36,1,0.2338,Mortgage Loan,0.0121,0,0.4338,0.0951
IDBI100121,Yashodhara Ratta,34,Chennai,Tier 1,salaried,150801.45,157685.56,48,1,0.8178,Home Loan,0.2497,1,0.2853,0.0972
IDBI100122,Ayaan D’Alia,40,Moradabad,Tier 3,salaried,96514.92,91891.32,3,2,0.2718,Mortgage Loan,0.0293,0,0.3493,0.1422
IDBI100123,Pranav Lanka,44,Coimbatore,Tier 2,salaried,250000.0,261712.22,57,2,0.7107,Home Loan,0.0474,0,0.3754,0.1982
IDBI100124,Ikbal Saraf,43,Pune,Tier 1,salaried,123771.71,122931.02,20,2,0.6525,Home Loan,0.0832,1,0.2781,0.1781
IDBI100125,Dipta Sarin,41,Salem,Tier 3,gig_worker,50256.45,32734.27,50,3,0.5953,Auto Loan,0.0356,0,0.1333,0.2047
IDBI100126,Lekha Gupta,41,Dhanbad,Tier 3,salaried,99280.13,99338.24,66,3,0.8954,Mortgage Loan,0.1091,0,0.3762,0.2308
IDBI100127,Chaitanya Sarin,31,Visakhapatnam,Tier 2,salaried,174629.91,170206.16,46,1,0.7981,Auto Loan,0.2142,0,0.2899,0.1089
IDBI100128,Zinal Yohannan,26,Kolkata,Tier 1,self_employed,259156.64,212946.58,3,1,0.2381,Home Loan,0.01,0,0.3656,0.1188
IDBI100129,Januja Sankar,33,Jodhpur,Tier 3,gig_worker,29195.59,21049.6,21,3,0.9245,Personal Loan,0.0911,0,0.2677,0.2137
IDBI100130,Ganga Murthy,32,Kanpur,Tier 2,salaried,250000.0,251999.59,29,3,0.7787,Personal Loan,0.1192,1,0.3794,0.195
IDBI100131,Charita Tripathi,49,Vadodara,Tier 2,self_employed,149979.49,121019.59,20,0,0.5953,Mortgage Loan,0.063,0,0.2534,0.0
IDBI100132,Nilima Narain,39,Patna,Tier 2,self_employed,276859.56,253121.8,4,2,0.486,Home Loan,0.0392,0,0.3052,0.1368
IDBI100133,Chakrika Datta,32,Lucknow,Tier 2,salaried,202217.41,211128.71,10,3,0.4304,Home Loan,0.0323,0,0.2823,0.2528
IDBI100134,Osha Raghavan,37,Guwahati,Tier 2,self_employed,400000.0,362482.06,6,1,0.3862,Personal Loan,0.0293,0,0.2325,0.1088
IDBI100135,Charvi Ravi,28,Mumbai,Tier 1,gig_worker,28161.67,18297.42,11,3,0.7321,Personal Loan,0.0293,0,0.1985,0.2361
IDBI100136,Daksha Mangat,21,Delhi,Tier 1,gig_worker,68457.45,35125.11,39,3,0.7158,Personal Loan,0.0691,0,0.152,0.2636
IDBI100137,Qushi Nagy,26,Kanpur,Tier 2,salaried,182573.29,191190.85,33,1,0.6697,Mortgage Loan,0.063,0,0.372,0.1135
IDBI100138,Riya Sathe,27,Bareilly,Tier 3,self_employed,213998.98,134191.77,44,1,0.2177,Home Loan,0.0121,0,0.4491,0.116
IDBI100139,Yasti Solanki,47,Kanpur,Tier 2,salaried,138937.02,143194.11,22,0,0.6517,Home Loan,0.0691,0,0.3543,0.0
IDBI100140,Frado Mander,30,Aligarh,Tier 3,salaried,161606.37,167740.65,73,1,0.6173,Mortgage Loan,0.0573,0,0.3589,0.0949
IDBI100141,Girik Keer,30,Kochi,Tier 2,salaried,231092.55,228329.15,53,1,0.5668,Mortgage Loan,0.0832,0,0.2852,0.1112
IDBI100142,Umang Issac,31,Rourkela,Tier 3,salaried,142245.11,137379.68,42,2,0.7582,Auto Loan,0.168,0,0.3468,0.1624
IDBI100143,Aryan Batra,33,Coimbatore,Tier 2,salaried,250000.0,239586.6,77,3,0.3515,Auto Loan,0.0293,0,0.379,0.1684
IDBI100144,Vaishnavi Bora,52,Lucknow,Tier 2,salaried,139768.32,140151.28,45,1,0.558,Home Loan,0.0266,0,0.3559,0.0995
IDBI100145,Oeshi Hayer,35,Visakhapatnam,Tier 2,salaried,250000.0,248981.63,15,2,0.5073,Home Loan,0.0293,0,0.3533,0.211
IDBI100146,Warda Ratta,43,Pune,Tier 1,salaried,250000.0,253778.69,34,2,0.7346,Home Loan,0.0759,0,0.3565,0.13
IDBI100147,Manbir Ahluwalia,41,Coimbatore,Tier 2,salaried,158422.87,154100.77,65,1,0.875,Personal Loan,0.2689,1,0.2862,0.1056
IDBI100148,Pavani Kanda,39,Ahmedabad,Tier 1,self_employed,297953.26,258025.73,10,3,0.386,Home Loan,0.0266,0,0.2451,0.1753
IDBI100149,Zarna Shetty,36,Ujjain,Tier 3,salaried,105210.15,107734.19,90,2,0.524,Auto Loan,0.0759,0,0.3485,0.1439
IDBI100150,Zaid Dara,44,Indore,Tier 2,salaried,105176.74,109097.25,4,2,0.7159,Mortgage Loan,0.0474,0,0.2626,0.1843
IDBI100151,Kiaan Shetty,34,Mumbai,Tier 1,salaried,221135.96,229811.18,7,0,0.772,Auto Loan,0.1978,0,0.3534,0.0
IDBI100152,Saanvi Thaman,49,Kochi,Tier 2,salaried,223905.2,232390.73,30,1,0.4985,Auto Loan,0.0392,0,0.3509,0.0996
IDBI100153,Sanaya Dutt,34,Chandigarh,Tier 2,self_employed,382233.48,336768.15,9,1,0.41,Mortgage Loan,0.0134,0,0.4566,0.1108
IDBI100154,Shivani Lad,36,Lucknow,Tier 2,salaried,100715.45,98241.8,16,1,0.687,Mortgage Loan,0.0911,0,0.3408,0.1045
IDBI100155,Aradhana Verma,21,Chennai,Tier 1,salaried,124108.53,117998.22,8,0,0.4907,Mortgage Loan,0.0759,0,0.2666,0.0
IDBI100156,William Maharaj,32,Kolkata,Tier 1,gig_worker,29803.14,25935.88,4,1,0.7664,Personal Loan,0.1545,0,0.1684,0.0996
IDBI100157,Faras Mangal,24,Lucknow,Tier 2,gig_worker,17377.8,16133.89,33,3,0.8585,Personal Loan,0.168,1,0.0919,0.175
IDBI100158,Anita Nayak,21,Chennai,Tier 1,salaried,95971.11,98381.7,3,0,0.7094,Home Loan,0.1192,0,0.3458,0.0
IDBI100159,Faris Devi,37,Visakhapatnam,Tier 2,gig_worker,44416.65,38533.4,74,1,0.6496,Personal Loan,0.063,0,0.1917,0.0977
IDBI100160,Vihaan Rajagopal,64,Bengaluru,Tier 1,salaried,107856.14,108488.64,15,4,0.3619,Home Loan,0.0522,0,0.2701,0.1479
IDBI100161,Tanish Bhatt,43,Siliguri,Tier 3,gig_worker,56178.58,42616.58,13,1,0.7816,Personal Loan,0.1824,0,0.1762,0.0872
IDBI100162,Nikita Narayanan,26,Mathura,Tier 3,salaried,123490.4,119223.31,3,2,0.7234,Mortgage Loan,0.0474,0,0.2768,0.1766
IDBI100163,Ojasvi Bhatia,25,Moradabad,Tier 3,salaried,102247.03,104172.08,5,1,0.6896,Personal Loan,0.0293,0,0.3762,0.099
IDBI100164,Osha Ramachandran,27,Chennai,Tier 1,self_employed,173161.67,135656.45,12,1,0.3791,Auto Loan,0.0356,0,0.2929,0.1055
IDBI100165,Lajita Sood,36,Bengaluru,Tier 1,salaried,171997.92,172710.12,6,3,0.4838,Personal Loan,0.0163,0,0.3565,0.2575
IDBI100166,Indira Misra,25,Ujjain,Tier 3,self_employed,134640.97,99487.67,31,0,0.7797,Auto Loan,0.2315,0,0.2905,0.0
IDBI100167,Oni Yohannan,40,Mysuru,Tier 2,self_employed,325337.73,221400.41,18,0,0.8683,Auto Loan,0.31,0,0.2711,0.0
IDBI100168,Vinaya Kanda,40,Shimla,Tier 3,salaried,250000.0,257262.74,4,1,0.7895,Auto Loan,0.1091,0,0.3558,0.1159
IDBI100169,Rajata Sunder,21,Chennai,Tier 1,salaried,250000.0,256544.95,17,2,0.7826,Auto Loan,0.2689,0,0.3489,0.1535
IDBI100170,Lopa Nayar,36,Jalandhar,Tier 3,salaried,127483.54,131906.82,80,0,0.4843,Auto Loan,0.1192,0,0.3435,0.0
IDBI100171,Noah Sibal,37,Kochi,Tier 2,self_employed,170864.72,149850.57,5,1,0.2407,Personal Loan,0.0121,0,0.3022,0.1021
IDBI100172,Avi Ramesh,32,Hyderabad,Tier 1,self_employed,318441.85,297315.73,48,0,0.4416,Auto Loan,0.0392,0,0.3552,0.0
IDBI100173,Fiyaz Sangha,30,Kanpur,Tier 2,salaried,152861.53,151448.22,18,0,0.5898,Personal Loan,0.0911,0,0.3403,0.0
IDBI100174,Triya Gopal,38,Kolkata,Tier 1,salaried,186406.1,186417.74,56,1,0.7218,Home Loan,0.0759,0,0.3506,0.0975
IDBI100175,Abha Raghavan,46,Bengaluru,Tier 1,salaried,124799.8,121380.65,36,2,0.4842,Home Loan,0.0241,0,0.3515,0.1579
IDBI100176,Siddharth Sha,56,Mumbai,Tier 1,self_employed,385524.41,268622.87,45,3,0.5476,Home Loan,0.0522,0,0.2584,0.1839
IDBI100177,Geetika Raghavan,41,Kolkata,Tier 1,self_employed,129203.06,93935.11,3,1,0.6922,Personal Loan,0.0522,0,0.2735,0.0958
